height,length,width,weight,metal-bronze,metal-gold,metal-platinum,metal-silver,metal-tin,shape-box,shape-cylinder,shape-sphere
0.16707379473200848,-0.17191107137048048,-0.16754792526979295,1235.82,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.2252078280347276,0.17928621437105297,0.18275089402728623,525.34,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.2252078280347276,-1.2255029285950807,-1.2184443831610305,38.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.16707379473200848,0.17928621437105297,0.18275089402728623,1186.39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.5593554174987445,0.17928621437105297,0.18275089402728623,2066.85,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.5593554174987445,-1.2255029285950807,-1.2184443831610305,292.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.16707379473200848,-1.5767002143366142,-0.5178467445668722,175.44,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.8632146061153765,-1.2255029285950807,-0.5178467445668722,1349.76,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.18099661095967554,-0.8743056428535474,-0.8681455638639514,370.75,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.2252078280347276,1.2328780715956533,1.5839461712156029,3796.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.8632146061153765,-1.2255029285950807,1.2336473519185238,3036.96,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.8632146061153765,-0.8743056428535474,-0.8681455638639514,1192.61,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.16707379473200848,-1.2255029285950807,-1.2184443831610305,197.73,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.5732782337264115,0.17928621437105297,0.18275089402728623,206.69,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.5290670166513596,-0.5231083571120139,-0.5178467445668722,706.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.18099661095967554,-1.2255029285950807,-0.8681455638639514,314.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.2112850118070606,1.2328780715956533,1.2336473519185238,7374.51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2112850118070606,-0.5231083571120139,-0.16754792526979295,1315.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.5151442004236925,1.5840753573371866,0.5330497133243655,9466.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.16707379473200848,0.17928621437105297,0.18275089402728623,2185.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5593554174987445,1.5840753573371866,1.5839461712156029,4864.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2112850118070606,0.17928621437105297,0.18275089402728623,5366.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.18099661095967554,-0.17191107137048048,-0.16754792526979295,478.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.2252078280347276,-1.2255029285950807,-1.2184443831610305,43.94,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.8771374223430436,-0.8743056428535474,-0.8681455638639514,131.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8771374223430436,-1.5767002143366142,-1.5687432024581096,45.52,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.18099661095967554,1.5840753573371866,1.5839461712156029,8282.02,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.8632146061153765,-1.5767002143366142,-0.8681455638639514,175.44,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.8771374223430436,-0.8743056428535474,-0.8681455638639514,273.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.18099661095967554,1.5840753573371866,1.5839461712156029,3648.17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5732782337264115,-1.5767002143366142,-1.5687432024581096,11.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.8771374223430436,-0.8743056428535474,-0.8681455638639514,131.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2112850118070606,-0.17191107137048048,-0.16754792526979295,3414.13,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.2252078280347276,-1.2255029285950807,-1.2184443831610305,80.93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8632146061153765,-0.17191107137048048,0.8833485326214446,2972.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.18099661095967554,-0.17191107137048048,-0.16754792526979295,1380.34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.18099661095967554,-0.17191107137048048,-0.16754792526979295,1264.49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8771374223430436,-0.8743056428535474,-0.8681455638639514,273.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.5732782337264115,0.5304835001125864,0.5330497133243655,357.52,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8771374223430436,-1.2255029285950807,-1.2184443831610305,68.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.5151442004236925,0.8816807858541198,0.8833485326214446,6797.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8632146061153765,0.8816807858541198,0.8833485326214446,2812.19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.2112850118070606,1.2328780715956533,1.2336473519185238,7374.51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8632146061153765,-0.5231083571120139,-0.5178467445668722,935.68,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-1.2252078280347276,-1.2255029285950807,-1.2184443831610305,80.93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5290670166513596,-0.5231083571120139,-0.5178467445668722,351.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.8632146061153765,0.8816807858541198,0.8833485326214446,2490.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8771374223430436,0.8816807858541198,-0.5178467445668722,701.76,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-1.2252078280347276,-1.2255029285950807,-1.2184443831610305,38.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.5732782337264115,-1.5767002143366142,-1.5687432024581096,3.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.16707379473200848,0.8816807858541198,1.5839461712156029,9273.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8632146061153765,0.8816807858541198,0.8833485326214446,1959.68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.2252078280347276,1.2328780715956533,1.2336473519185238,2458.17,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2112850118070606,1.2328780715956533,1.2336473519185238,2790.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.2112850118070606,-0.17191107137048048,-0.16754792526979295,3726.91,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.5593554174987445,0.5304835001125864,1.2336473519185238,13286.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.8771374223430436,-0.8743056428535474,-0.8681455638639514,298.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.5151442004236925,-0.5231083571120139,0.5330497133243655,1820.84,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.18099661095967554,0.17928621437105297,0.18275089402728623,1672.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.2252078280347276,-1.2255029285950807,-1.2184443831610305,88.34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.2112850118070606,0.17928621437105297,0.18275089402728623,1860.17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.2112850118070606,1.2328780715956533,1.2336473519185238,2790.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.5593554174987445,-0.5231083571120139,-0.8681455638639514,877.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.16707379473200848,0.17928621437105297,0.18275089402728623,1186.39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.16707379473200848,0.17928621437105297,0.18275089402728623,1050.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2112850118070606,-0.5231083571120139,-1.2184443831610305,526.32,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.5593554174987445,0.17928621437105297,1.2336473519185238,3947.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.5290670166513596,-0.5231083571120139,-0.5178467445668722,706.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.8632146061153765,0.5304835001125864,0.5330497133243655,2860.17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.5593554174987445,-0.17191107137048048,0.18275089402728623,5796.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5290670166513596,-0.5231083571120139,-0.5178467445668722,647.42,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5593554174987445,0.17928621437105297,0.18275089402728623,2066.85,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.2112850118070606,-1.5767002143366142,0.18275089402728623,566.46,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.8632146061153765,-0.17191107137048048,0.5330497133243655,2937.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.5593554174987445,-0.17191107137048048,-0.16754792526979295,3793.47,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.16707379473200848,0.17928621437105297,-1.2184443831610305,1391.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.5732782337264115,0.17928621437105297,-1.2184443831610305,231.84,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5151442004236925,-0.17191107137048048,-0.16754792526979295,2655.43,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5151442004236925,0.5304835001125864,0.5330497133243655,3787.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.5290670166513596,1.2328780715956533,-0.8681455638639514,2086.56,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5151442004236925,-1.5767002143366142,-0.16754792526979295,738.15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.5290670166513596,-0.5231083571120139,-0.5178467445668722,351.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.18099661095967554,-0.17191107137048048,-0.16754792526979295,912.04,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.5593554174987445,0.17928621437105297,-0.5178467445668722,5061.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.5290670166513596,0.5304835001125864,0.5330497133243655,1125.29,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.5593554174987445,0.5304835001125864,0.5330497133243655,3575.21,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2112850118070606,-0.5231083571120139,-0.8681455638639514,2277.72,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.5593554174987445,-0.17191107137048048,-0.16754792526979295,2059.71,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.2112850118070606,-1.2255029285950807,-0.8681455638639514,1138.86,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.2252078280347276,-0.17191107137048048,-0.16754792526979295,287.06,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.5290670166513596,1.2328780715956533,0.5330497133243655,4868.64,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.16707379473200848,0.17928621437105297,-1.2184443831610305,755.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.5732782337264115,-1.5767002143366142,-1.5687432024581096,10.12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8632146061153765,-1.2255029285950807,1.2336473519185238,3036.96,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.5732782337264115,-0.8743056428535474,-0.8681455638639514,65.67,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2112850118070606,0.17928621437105297,0.18275089402728623,4916.34,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5151442004236925,0.8816807858541198,0.8833485326214446,6797.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.18099661095967554,-1.5767002143366142,-1.5687432024581096,28.71,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.8771374223430436,0.8816807858541198,0.5330497133243655,3245.76,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.2252078280347276,0.17928621437105297,0.18275089402728623,525.34,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2112850118070606,0.17928621437105297,0.18275089402728623,4916.34,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5290670166513596,-0.5231083571120139,-0.5178467445668722,244.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.8632146061153765,0.8816807858541198,0.8833485326214446,5653.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.2112850118070606,1.2328780715956533,1.2336473519185238,7374.51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.16707379473200848,1.2328780715956533,0.5330497133243655,3511.62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8632146061153765,1.5840753573371866,1.5839461712156029,4593.01,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.8771374223430436,0.8816807858541198,0.18275089402728623,3036.96,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.5732782337264115,-1.5767002143366142,-1.5687432024581096,5.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.2252078280347276,-0.17191107137048048,-0.16754792526979295,287.06,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.2112850118070606,-0.5231083571120139,0.8833485326214446,6073.92,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.5593554174987445,-0.8743056428535474,1.2336473519185238,1973.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.5151442004236925,-1.2255029285950807,-1.2184443831610305,463.79,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.5732782337264115,-1.5767002143366142,-1.5687432024581096,3.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.16707379473200848,0.5304835001125864,1.2336473519185238,3511.62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.18099661095967554,-0.8743056428535474,-0.8681455638639514,328.34,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5732782337264115,0.8816807858541198,0.8833485326214446,467.84,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.8632146061153765,0.8816807858541198,0.8833485326214446,2490.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8771374223430436,0.8816807858541198,1.5839461712156029,2517.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.8771374223430436,1.5840753573371866,0.8833485326214446,5061.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.5290670166513596,1.2328780715956533,1.5839461712156029,6955.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8771374223430436,-0.8743056428535474,-0.8681455638639514,103.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.2252078280347276,-1.5767002143366142,1.5839461712156029,209.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.5593554174987445,-1.5767002143366142,-1.5687432024581096,151.74,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.5593554174987445,0.5304835001125864,0.8833485326214446,10819.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8771374223430436,0.5304835001125864,0.5330497133243655,1211.11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.5593554174987445,1.5840753573371866,1.5839461712156029,11042.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.18099661095967554,-1.5767002143366142,-1.5687432024581096,41.19,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.2252078280347276,-1.2255029285950807,-1.5687432024581096,41.96,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.8632146061153765,-0.17191107137048048,-0.16754792526979295,2098.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.8632146061153765,1.2328780715956533,1.2336473519185238,10733.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.5290670166513596,1.5840753573371866,1.5839461712156029,2918.54,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8771374223430436,-0.8743056428535474,-0.8681455638639514,131.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.2252078280347276,-1.2255029285950807,-0.8681455638639514,111.48,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5290670166513596,-0.5231083571120139,-0.5178467445668722,244.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.8771374223430436,-0.17191107137048048,-0.16754792526979295,1242.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5151442004236925,-0.8743056428535474,-0.8681455638639514,361.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.2252078280347276,0.5304835001125864,0.5330497133243655,715.04,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5732782337264115,-1.5767002143366142,1.5839461712156029,92.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.5732782337264115,-1.5767002143366142,-1.5687432024581096,10.12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8771374223430436,-0.5231083571120139,-0.5178467445668722,275.58,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
