mpg,cylinders,displacement,horsepower,weight,acceleration,year,origin,name,ideal,predict
1.2135934203998646,1,-0.9823155113065057,-1.342242200202959,-1.3880097308965376,0.6642915841356802,76,1.7793491667766,chevrolet chevelle malibu,1,1
0.5738787280403259,1,-0.7041909787606105,-0.6620168077890201,-0.4078974770026979,1.099438560659068,82,-0.7142457922976494,buick skylark 320,1,1
-0.5776077182068438,3,0.3699451469338811,-0.1126039908393001,-0.39726975376770446,-0.9312473297834039,71,-0.7142457922976494,plymouth satellite,3,3
-1.3452653490382902,4,1.1947282434492943,1.19552176380289,1.1449309734435662,-0.858722833696173,76,-0.7142457922976494,amc rebel sst,4,4
-1.2173224105663825,4,1.1947282434492943,1.19552176380289,1.4956458401983497,-0.38731360912917046,73,-0.7142457922976494,ford torino,4,4
0.44593578956841823,1,-0.9247725045728723,-0.42655417195342576,-1.027847999043982,0.3379313517431407,72,1.7793491667766,ford galaxie 500,1,1
0.06210697415269499,1,-0.5123809563151657,-0.32190411158205057,-0.12449152406953946,0.30166910369952465,82,-0.7142457922976494,chevrolet impala,1,1
-1.3452653490382902,4,2.3647693803665084,2.8960852448377374,2.0837131925346535,-1.6564922906557151,73,-0.7142457922976494,plymouth fury iii,4,4
-0.8334935951506591,4,0.638479178357504,0.14902116008913796,1.2866339499101453,1.2444875528335297,77,-0.7142457922976494,pontiac catalina,4,4
-0.3217218412630282,3,0.06304911102116918,-0.28266033894278486,-0.11268294269732453,0.5192425919612185,74,-0.7142457922976494,amc ambassador dpl,3,3
-1.0893794720944747,4,1.885244324252896,2.2420223675166424,1.0386537410936316,-2.563048491746104,70,-0.7142457922976494,dodge challenger se,4,4
1.8533081127594033,1,-0.9823155113065057,-0.9759669889031457,-1.1872638475688837,-0.2060023689110927,82,1.7793491667766,plymouth 'cuda 340,1,1
0.3179928510965105,1,-0.9823155113065057,-0.8974794436246143,-1.1990724289410986,1.7884212734877631,71,-0.7142457922976494,chevrolet monte carlo,1,1
-1.0893794720944747,4,1.060461227737483,1.19552176380289,1.0882497828569344,-1.1125585700014817,72,-0.7142457922976494,buick estate wagon (sw),4,4
0.19004991262460272,1,-0.5123809563151657,-0.7666668681603952,-0.5059087023920819,0.5192425919612185,74,-0.7142457922976494,toyota corona mark ii,1,1
-1.473208287510198,4,1.8181108163969903,1.9803972165882044,2.343501982723382,-1.4751810504376373,71,-0.7142457922976494,plymouth duster,4,4
0.9577075434560491,1,-0.7809149877387885,-0.5050417172319572,-0.4669403838637726,0.22914460761229377,82,-0.7142457922976494,amc hornet,1,1
-0.8334935951506591,3,-0.29179943050290397,0.5414588864817951,0.20024446366637128,-0.7136738415217107,78,0.5325516872394753,ford maverick,3,3
-0.9614365336225669,4,1.9811493354756187,1.9803972165882044,1.4755712518655844,-1.6202300426120997,77,-0.7142457922976494,datsun pl510,4,4
0.9577075434560491,1,-0.9823155113065057,-0.9498044738103019,-1.1813595568827762,0.7368160802229123,82,1.7793491667766,volkswagen 1131 deluxe sedan,1,1
-0.19377890279112048,1,-0.6946004776383383,-0.7405043530675515,-0.5425153046459482,0.8818650723973741,72,0.5325516872394753,peugeot 504,1,1
-0.19377890279112048,3,0.043868108776624684,-0.24341656630351913,-0.16227898446062727,-0.024691128693014885,70,-0.7142457922976494,audi 100 ls,3,3
-0.19377890279112048,3,0.3699451469338811,0.2013461902748256,-0.15991726818618426,-0.3147891130419396,82,-0.7142457922976494,saab 99e,3,3
1.2775648896358185,1,-0.9151820034506,-0.5573667474176448,-1.0573694524745194,0.12035786348144749,77,-0.7142457922976494,bmw 2002,1,1
-0.7055506566787514,4,1.0892327311042995,0.6722714619460141,0.6300768256149949,-1.2938698102195594,70,-0.7142457922976494,amc gremlin,4,4
