sepal_l,sepal_w,petal_l,petal_w,species-Iris-setosa,species-Iris-versicolor,species-Iris-virginica,0,0
0.30995914214417364,-0.5903951331558185,0.5336208818725664,1.2,0.0,1.0,0.0,1.2,1.444551944732666
-0.1730940663922016,1.7038864723719689,-1.165808678231149,0.3,1.0,0.0,0.0,0.3,0.3002709746360779
2.242171976289678,-1.0492514542613753,1.7798692259486242,2.3,0.0,0.0,1.0,2.3,2.0277762413024902
0.1891958400100801,-0.36096697260303956,0.42032557786565194,1.5,0.0,1.0,0.0,1.5,1.4383107423782349
1.1553022570828317,-0.5903951331558185,0.5902685338760233,1.4,0.0,1.0,0.0,1.4,1.3175078630447388
-0.5353839727944832,0.7861738301608542,-1.2791039822380632,0.4,1.0,0.0,0.0,0.4,0.28226161003112793
-0.29385736852629624,-0.36096697260303956,-0.08950329016546253,1.3,0.0,1.0,0.0,1.3,1.1617281436920166
1.2760655592169263,0.09788934850251833,0.7602114898863948,2.3,0.0,0.0,1.0,2.3,1.8467482328414917
0.4307224442782682,-1.9669640964724902,0.42032557786565194,1.5,0.0,1.0,0.0,1.5,1.1534743309020996
-0.05233076425810806,-0.8198232937085964,0.08043966584490887,1.2,0.0,1.0,0.0,1.2,1.1739673614501953
0.79301235068055,0.3273175090552973,0.7602114898863948,2.0,0.0,0.0,1.0,2.0,2.0185182094573975
-1.2599637855990478,-0.1315388120502606,-1.3357516342415203,0.1,1.0,0.0,0.0,0.1,0.2024974822998047
-0.41462067066038977,1.015601990713633,-1.3923992862449772,0.2,1.0,0.0,0.0,0.2,0.2802388668060303
-1.1392004834649532,0.09788934850251833,-1.2791039822380632,0.1,1.0,0.0,0.0,0.1,0.22386571764945984
-0.8976738791967661,1.7038864723719689,-1.2791039822380632,0.3,1.0,0.0,0.0,0.3,0.23644866049289703
0.5514857464123618,0.5567456696080751,0.5336208818725664,1.6,0.0,1.0,0.0,1.6,1.7507989406585693
0.79301235068055,-0.1315388120502606,1.156745053910595,2.2,0.0,0.0,1.0,2.2,2.1727488040924072
-0.29385736852629624,-1.2786796148141544,0.08043966584490887,1.1,0.0,1.0,0.0,1.1,1.1461855173110962
-0.1730940663922016,-0.5903951331558185,0.42032557786565194,1.3,0.0,1.0,0.0,1.3,1.3961741924285889
0.6722490485464564,-0.5903951331558185,1.0434497499036806,2.2,0.0,0.0,1.0,2.2,1.9506043195724487
-1.3807270877331412,0.3273175090552973,-1.2224563302346059,0.2,1.0,0.0,0.0,0.2,0.21531909704208374
0.30995914214417364,-0.1315388120502606,0.6469161858794809,1.8,0.0,0.0,1.0,1.8,1.7965385913848877
-1.0184371813308597,0.7861738301608542,-1.2224563302346059,0.4,1.0,0.0,0.0,0.4,0.24800902605056763
0.6722490485464564,-0.5903951331558185,1.0434497499036806,2.1,0.0,0.0,1.0,2.1,1.9506043195724487
2.4836985805578657,1.7038864723719689,1.4966309659313384,2.0,0.0,0.0,1.0,2.0,2.2849128246307373
1.034538954948738,-0.1315388120502606,0.8168591418898522,2.3,0.0,0.0,1.0,2.3,1.922482967376709
1.034538954948738,-1.2786796148141544,1.156745053910595,1.8,0.0,0.0,1.0,1.8,1.8719673156738281
1.1553022570828317,0.3273175090552973,1.2133927059140526,2.3,0.0,0.0,1.0,2.3,2.288269519805908
-1.2599637855990478,-0.1315388120502606,-1.3357516342415203,0.3,1.0,0.0,0.0,0.3,0.2024974822998047
-1.2599637855990478,0.09788934850251833,-1.2224563302346059,0.2,1.0,0.0,0.0,0.2,0.22035913169384003
-1.5014903898672358,1.245030151266412,-1.562342242255349,0.2,1.0,0.0,0.0,0.2,0.21457046270370483
-0.1730940663922016,3.0804554356886427,-1.2791039822380632,0.4,1.0,0.0,0.0,0.4,0.37265288829803467
1.034538954948738,0.09788934850251833,0.36367792586219494,1.4,0.0,1.0,0.0,1.4,1.351256012916565
-1.2599637855990478,0.7861738301608542,-1.2224563302346059,0.2,1.0,0.0,0.0,0.2,0.25002411007881165
-1.743016994135423,0.3273175090552973,-1.3923992862449772,0.2,1.0,0.0,0.0,0.2,0.18162497878074646
0.5514857464123618,-1.2786796148141544,0.7035638378829377,1.9,0.0,0.0,1.0,1.9,1.7503025531768799
0.6722490485464564,0.3273175090552973,0.42032557786565194,1.5,0.0,1.0,0.0,1.5,1.5375720262527466
-0.7769105770626714,1.015601990713633,-1.2791039822380632,0.2,1.0,0.0,0.0,0.2,0.2812573313713074
-1.0184371813308597,1.245030151266412,-1.3357516342415203,0.2,1.0,0.0,0.0,0.2,0.25853994488716125
-0.7769105770626714,2.3921709540303047,-1.2791039822380632,0.1,1.0,0.0,0.0,0.1,0.27474063634872437
-0.05233076425810806,-0.8198232937085964,0.7602114898863948,1.9,0.0,0.0,1.0,1.9,1.8945802450180054
0.1891958400100801,0.7861738301608542,0.42032557786565194,1.6,0.0,1.0,0.0,1.6,1.6144627332687378
1.034538954948738,0.09788934850251833,0.5336208818725664,1.5,0.0,1.0,0.0,1.5,1.4613256454467773
-0.5353839727944832,1.9333146329247477,-1.3923992862449772,0.4,1.0,0.0,0.0,0.4,0.2960214614868164
-0.5353839727944832,1.474458311819191,-1.2791039822380632,0.2,1.0,0.0,0.0,0.2,0.29377439618110657
-0.41462067066038977,-1.5081077753669332,-0.03285563816200531,1.0,0.0,1.0,0.0,1.0,1.1260370016098022
0.5514857464123618,-0.5903951331558185,0.7602114898863948,1.5,0.0,0.0,1.0,1.5,1.8291841745376587
0.6722490485464564,0.09788934850251833,0.9868020979002236,1.8,0.0,0.0,1.0,1.8,2.171816110610962
0.9137756528146435,-0.1315388120502606,0.36367792586219494,1.4,0.0,1.0,0.0,1.4,1.386048674583435
1.6383554656192079,1.245030151266412,1.3266880099209664,2.5,0.0,0.0,1.0,2.5,2.140707015991211
-0.1730940663922016,-0.36096697260303956,0.25038262185528054,1.3,0.0,1.0,0.0,1.3,1.3734145164489746
2.121408674155583,-0.1315388120502606,1.6099262699382522,2.1,0.0,0.0,1.0,2.1,2.1267614364624023
-0.29385736852629624,-0.1315388120502606,0.42032557786565194,1.5,0.0,1.0,0.0,1.5,1.4836300611495972
-0.8976738791967661,1.015601990713633,-1.3357516342415203,0.2,1.0,0.0,0.0,0.2,0.27026495337486267
2.242171976289678,-0.5903951331558185,1.6665739219417097,2.0,0.0,0.0,1.0,2.0,2.0900588035583496
-0.05233076425810806,-0.8198232937085964,0.19373496985182306,1.0,0.0,1.0,0.0,1.0,1.2676925659179688
-0.7769105770626714,0.7861738301608542,-1.3357516342415203,0.2,1.0,0.0,0.0,0.2,0.2819899916648865
-1.0184371813308597,1.015601990713633,-1.3923992862449772,0.3,1.0,0.0,0.0,0.3,0.25927257537841797
-0.8976738791967661,1.7038864723719689,-1.0525133742242345,0.4,1.0,0.0,0.0,0.4,0.2720682621002197
-1.0184371813308597,-2.425820417578048,-0.14615094216891975,1.0,0.0,1.0,0.0,1.0,1.1079050302505493
0.5514857464123618,-0.8198232937085964,0.6469161858794809,1.8,0.0,0.0,1.0,1.8,1.7149791717529297
